ID,Price
0,21314.424
1,36538.395
2,23584.209
3,9406.976
4,30389.186
5,14837.445
6,21335.45
7,28523.729
8,40789.996
9,14661.419
10,17951.26
11,16022.843
12,36271.895
13,19430.486
14,40839.527
15,5866.006
16,25239.03
17,31096.514
18,15348.623
19,23613.912
20,10446.238
21,22185.049
22,16562.807
23,16463.982
24,31221.01
25,16239.375
26,24581.943
27,30700.328
28,23202.268
29,25069.027
30,18902.158
31,37326.8
32,12970.515
33,23840.94
34,19737.89
35,18623.049
36,23112.863
37,39694.383
38,45227.035
39,39681.613
40,14865.909
41,13912.344
42,25585.22
43,31150.361
44,52050.207
45,16309.184
46,21419.088
47,21496.441
48,17292.05
49,15993.447
50,13140.734
51,18445.602
52,15846.463
53,13064.517
54,26175.984
55,18102.674
56,7658.346
57,13899.595
58,17595.508
59,19692.396
60,6700.6743
61,16742.537
62,20280.996
63,19241.809
64,5715.012
65,17622.104
66,17015.92
67,10170.052
68,18377.035
69,14654.232
70,17349.088
71,31745.357
72,27671.549
73,51519.133
74,14387.577
75,6782.6597
76,7390.1
77,10901.976
78,8521.008
79,14875.916
80,32138.268
81,10288.318
82,19594.451
83,13650.504
84,13611.518
85,13161.192
86,33815.598
87,11783.747
88,7657.2886
89,36675.37
90,33636.52
91,29413.64
92,10012.328
93,28464.898
94,19904.389
95,21399.59
96,12040.971
97,9011.169
98,28931.676
99,26341.31
100,21579.295
101,5268.4316
102,32123.271
103,19542.752
104,23561.445
105,32058.656
106,23393.293
107,34590.01
108,52038.684
109,20531.248
110,12623.26
111,6822.296
112,19816.79
113,9136.849
114,14848.879
115,8822.979
116,16686.926
117,9027.195
118,5258.649
119,19432.049
120,8175.571
121,35132.46
122,12304.126
123,15926.628
124,8728.156
125,16749.432
126,27765.1
127,14005.808
128,28834.18
129,15973.415
130,20117.223
131,20571.521
132,30031.45
133,12500.544
134,13140.617
135,36259.3
136,14601.948
137,30895.691
138,10953.472
139,31513.377
140,16516.79
141,56607.016
142,32309.783
143,46075.418
144,11503.905
145,30933.54
146,26791.38
147,12336.148
148,32318.785
149,24153.396
150,21891.248
151,19932.021
152,16840.273
153,8878.032
154,17162.146
155,30292.88
156,33467.92
157,42506.13
158,10141.753
159,21660.285
160,14581.856
161,15511.4
162,15395.376
163,8702.072
164,16974.156
165,20844.908
166,13108.047
167,18171.047
168,27290.967
169,14746.2
170,29115.818
171,20012.607
172,12913.433
173,31458.99
174,7513.3394
175,20522.71
176,22355.078
177,20572.572
178,12498.555
179,33339.793
180,6936.748
181,17328.205
182,12303.299
183,14790.984
184,16557.443
185,17505.643
186,16062.181
187,21510.047
188,11267.853
189,18969.557
