ID,Price
0,21349.738
1,36805.598
2,23413.336
3,7995.5186
4,30225.537
5,15226.435
6,21216.285
7,27498.23
8,43077.96
9,13992.098
10,18475.22
11,16097.752
12,37172.367
13,19103.332
14,41615.438
15,5975.347
16,25916.24
17,31133.89
18,16350.084
19,23093.441
20,10272.095
21,21810.396
22,16876.35
23,16845.984
24,31990.715
25,15863.987
26,24609.324
27,31657.457
28,21660.936
29,25081.172
30,17945.602
31,37648.65
32,13079.866
33,25226.902
34,20937.969
35,18676.994
36,22664.504
37,41741.31
38,45747.574
39,39577.797
40,14801.171
41,14377.011
42,25888.926
43,39515.223
44,52781.918
45,15732.963
46,20703.818
47,20835.723
48,17326.031
49,15575.649
50,13922.697
51,18728.621
52,16778.084
53,13332.826
54,26096.238
55,18465.22
56,7964.6562
57,13957.884
58,17553.115
59,19421.506
60,7527.1133
61,16392.518
62,20799.482
63,18573.77
64,6750.8057
65,17707.93
66,17238.36
67,10356.4795
68,17905.572
69,14938.09
70,16421.83
71,32532.693
72,28099.031
73,51511.914
74,14424.129
75,6910.538
76,6980.0757
77,10919.333
78,9317.82
79,14425.1455
80,29990.283
81,10696.566
82,18853.582
83,13890.536
84,13600.41
85,12541.71
86,32814.17
87,12800.028
88,8750.425
89,36694.94
90,33285.043
91,28941.473
92,10330.945
93,28877.814
94,17329.324
95,21287.42
96,12172.0205
97,9604.452
98,28545.797
99,27142.488
100,20448.133
101,5777.071
102,31975.383
103,19774.7
104,18705.55
105,32344.088
106,23615.836
107,31430.879
108,53335.613
109,20492.158
110,12506.273
111,7305.8804
112,19405.064
113,9120.833
114,14770.044
115,9003.695
116,16383.122
117,8995.915
118,5425.8213
119,18435.762
120,7879.918
121,34527.457
122,11304.268
123,15886.584
124,8885.663
125,16415.623
126,27596.408
127,14443.148
128,28873.723
129,15886.072
130,20156.367
131,22314.945
132,29369.707
133,12138.183
134,13399.534
135,34266.7
136,15488.162
137,30586.361
138,11137.711
139,32339.033
140,17403.467
141,57202.348
142,32393.643
143,46279.1
144,11169.481
145,26201.3
146,26499.518
147,13735.254
148,30327.045
149,24562.96
