ID,Price
0,22560.223
1,36949.59
2,23700.424
3,12051.803
4,30077.844
5,15617.892
6,21826.826
7,27841.828
8,43559.6
9,14130.326
10,18859.451
11,16155.78
12,38848.156
13,18834.533
14,40951.043
15,6658.1333
16,24425.953
17,31823.398
18,15227.818
19,23613.64
20,11191.102
21,21947.102
22,16287.928
23,17152.162
24,31963.238
25,16847.033
26,24998.592
27,31435.484
28,22485.0
29,25492.982
30,18755.723
31,37492.54
32,12865.653
33,24398.586
34,19639.566
35,18339.525
36,22765.555
37,42520.37
38,46816.742
39,38713.727
40,15003.423
41,13526.818
42,25228.666
43,32243.11
44,49737.047
45,14288.513
46,21484.156
47,21060.373
48,17475.445
49,15832.752
50,13478.955
51,17569.367
52,16230.12
53,14211.619
54,25515.781
55,16165.646
56,7744.746
57,16037.923
58,18367.883
59,19744.496
60,6598.712
61,16750.217
62,20506.873
63,17419.096
64,6292.934
65,17388.26
66,17128.914
67,9698.45
68,17838.062
69,14332.431
70,16665.756
71,32624.238
72,28181.033
73,49007.51
74,13711.216
75,7077.4067
76,7720.9287
77,11197.444
78,9951.961
79,14517.078
80,31250.326
81,13146.093
82,17801.35
83,15035.855
84,13288.004
85,13289.176
86,34065.562
87,11751.729
88,9121.699
89,34871.76
90,33589.09
91,29969.152
92,10173.411
93,28681.72
94,18918.406
95,19901.893
96,11868.136
97,9923.917
98,28897.525
99,24929.482
100,20953.186
101,5523.2217
102,31614.32
103,20410.705
104,21050.848
105,32466.934
106,23717.297
107,31764.676
108,52694.22
109,20608.9
110,13600.371
111,7164.427
112,19967.246
113,9272.385
114,14788.329
115,9285.039
116,16572.164
117,8122.29
118,6224.048
119,18657.025
120,8440.071
121,35510.598
122,11939.629
123,15104.861
124,8276.025
125,16244.854
126,27950.47
127,13700.314
128,27388.557
129,16268.044
130,20118.613
131,22484.031
132,30310.541
133,12493.274
134,13686.999
135,35312.668
136,15298.163
137,31482.498
138,14836.811
139,32552.951
140,16556.021
141,57374.66
142,34102.094
143,46299.85
144,11492.413
145,31313.988
146,26949.81
147,13759.799
148,31566.105
149,24433.193
150,18533.361
151,19658.762
152,16856.854
153,8539.414
154,17172.992
155,30148.234
156,30499.402
157,42890.223
158,10098.905
159,20959.984
160,14294.87
161,15403.585
162,16058.021
163,8438.5205
164,16795.123
165,17325.072
166,13821.495
167,18132.615
168,27237.24
169,15074.815
170,30622.086
171,20108.502
172,12802.022
173,31296.133
174,7608.341
175,20127.115
176,22695.148
177,21474.73
178,12232.866
179,34222.97
180,5685.579
181,16291.427
182,12567.656
183,16529.914
184,16734.125
185,17437.084
186,16415.41
187,23996.922
188,11054.775
189,18799.086
190,34595.12
191,11500.733
192,11849.544
193,13917.56
194,24652.66
195,10549.613
196,18058.992
197,13256.423
198,11694.046
199,19354.73
200,9775.227
201,20362.395
202,16700.95
203,25110.06
204,26159.867
205,14833.017
206,21972.71
207,15262.082
208,13614.711
209,14149.509
210,13674.0205
211,20557.186
212,39971.62
213,37861.348
214,13582.432
215,18444.8
216,9779.814
217,24830.494
218,13936.314
219,43473.598
220,25328.049
221,20233.047
222,13726.259
223,19376.248
224,8794.016
225,12264.633
226,23590.334
227,11507.397
228,46919.992
229,28060.367
230,7722.899
231,14765.795
232,16915.145
233,18532.234
234,19399.969
235,22949.37
236,15854.035
237,22189.785
238,31752.658
239,22883.89
240,20041.848
241,26582.86
242,36147.703
243,12669.895
244,15188.702
245,12200.03
246,19832.861
247,27345.729
248,12082.509
249,29814.867
250,20306.781
251,9856.03
252,9113.346
253,19450.086
254,16623.158
255,14937.307
256,16713.955
257,14717.382
258,65543.555
259,22454.617
260,19564.254
261,45499.074
262,46768.473
263,7947.583
264,18247.566
265,11779.152
266,20473.83
267,16155.617
268,27438.406
269,13462.191
270,34153.137
271,25501.615
272,15477.923
273,24872.938
274,22992.76
275,19887.787
276,19374.838
277,15644.752
278,21400.371
279,43276.152
280,13528.034
281,38082.566
282,16752.922
283,55292.676
284,9019.26
285,18159.43
286,22117.348
287,33787.066
288,46258.37
289,15032.641
290,34241.703
291,12682.281
292,23541.406
293,38322.363
294,24765.053
295,28015.111
296,25215.951
297,13568.446
298,26775.691
299,12714.3125
300,15579.728
301,21220.883
302,9378.521
303,14173.5205
304,16012.147
305,27608.521
306,18197.818
307,34272.812
308,40753.754
309,6443.0723
310,27342.135
311,15874.125
312,23370.447
313,15527.061
314,16374.525
315,19458.389
316,14171.723
317,15967.15
318,14788.193
319,25056.12
320,8181.342
321,28065.83
322,18231.494
323,17948.246
324,18444.469
325,8181.6426
326,27301.54
327,12688.328
328,47236.047
329,12568.999
330,27264.188
331,13999.302
332,14189.895
333,13303.37
334,11193.341
335,27730.621
336,16800.31
337,8889.093
338,6287.698
339,9491.534
340,21058.219
341,15990.549
342,18737.621
343,32204.113
344,13228.593
345,22534.842
346,28665.857
347,21534.682
348,28857.924
349,12761.573
350,29968.215
351,10006.522
352,10068.642
353,22281.56
354,10523.77
355,16286.356
356,12905.085
357,30530.88
358,38225.746
359,31196.352
360,35312.25
361,10685.511
362,17039.344
363,14710.15
364,7238.783
365,15046.825
366,11531.718
367,14216.016
368,16624.623
369,27781.256
370,19847.902
371,19624.025
372,9846.161
373,32535.781
374,13621.284
375,34814.926
376,16856.494
377,6556.3516
378,14655.275
379,24901.217
380,12723.431
381,27735.07
382,12597.768
383,19593.584
384,12706.6455
385,11672.03
386,20576.709
387,36882.44
388,8510.312
389,15258.798
390,35923.93
391,13188.878
392,16653.887
393,10824.67
394,31804.621
395,19958.92
396,18786.148
397,13680.675
398,23138.434
399,40440.41
400,31306.137
401,24047.219
402,8366.965
403,10878.727
404,9282.29
405,8816.43
406,8234.343
407,9237.835
408,13587.088
409,9817.032
410,11451.65
411,14401.1045
412,18866.623
413,18235.52
414,14111.962
415,14922.074
416,24406.496
417,17257.662
418,18026.047
419,14310.291
420,29613.799
421,24585.848
422,7764.6606
423,15108.882
424,16484.21
425,24476.885
426,12068.354
427,27688.402
428,16727.084
429,37771.543
430,29822.63
431,7716.579
432,26651.002
433,38979.37
434,14021.573
435,15831.343
436,18062.238
437,15288.7705
438,14958.904
439,33301.99
440,22961.994
441,16944.887
442,19142.072
443,19867.295
444,30462.145
445,18552.342
446,18906.668
447,19457.893
448,15711.194
449,11504.503
450,11136.611
451,22992.008
452,13247.748
453,18458.693
454,27375.465
455,11654.419
456,13680.929
457,20240.82
458,18258.473
459,24509.557
460,28401.729
461,36179.36
462,15403.76
463,10749.274
464,35964.484
465,25401.188
466,10253.689
467,13553.568
468,26340.959
469,9604.718
470,15334.557
471,21800.977
472,24478.197
473,38998.242
474,32078.084
475,8906.474
476,28421.342
477,29296.838
478,14909.356
479,10935.865
480,34050.34
481,11699.545
482,9362.344
483,17460.146
484,27056.29
485,25034.934
486,12680.735
487,17477.096
488,13911.986
489,26166.654
490,7984.7607
491,17698.984
492,29317.94
493,12935.032
494,17905.355
495,20294.316
496,10000.759
497,19168.232
498,12735.104
499,21563.24
500,19415.43
501,30568.375
502,23478.115
503,34016.38
504,14371.168
505,9555.826
506,33031.484
507,28547.537
508,7919.0176
509,38735.52
510,16803.484
511,46159.773
512,14320.253
513,26196.145
514,25805.525
515,17384.201
516,12569.983
517,14744.763
518,14437.569
519,14568.833
520,9868.626
521,16813.43
522,39942.176
523,12860.216
524,16021.223
525,19819.584
526,28411.258
527,22637.871
528,9592.732
529,36402.95
530,25729.066
531,23999.65
532,9240.068
533,19252.217
534,11919.892
535,35672.5
536,9615.992
537,27192.89
538,18055.84
539,14903.073
540,30249.736
541,9355.71
542,28153.281
543,25595.553
544,26819.584
545,30215.504
546,24590.078
547,11168.887
548,12006.622
549,19791.496
550,10592.252
551,15845.946
552,19689.164
553,44192.73
554,21676.074
555,16790.281
556,47817.332
557,19220.42
558,25491.613
559,39156.047
560,12590.665
561,11993.318
562,16195.046
563,30323.742
564,39856.617
565,10758.493
566,34888.895
567,16846.793
568,31244.332
569,38758.793
570,11797.757
571,22450.277
572,32680.23
573,14629.977
574,29187.162
575,21522.533
576,16528.129
577,14526.939
578,20431.385
579,5727.238
580,32007.836
581,31868.646
582,16098.612
583,14585.991
584,52976.07
585,10141.779
586,13848.264
587,6182.319
588,7898.926
589,19686.385
590,16314.019
591,20643.828
592,6675.3315
593,21564.709
594,50471.875
595,25776.705
596,28404.684
597,8586.133
598,32733.787
599,14591.572
600,19896.572
601,17395.248
602,8918.986
603,33784.195
604,42867.797
605,30852.55
606,16980.078
607,19834.812
608,16624.6
609,18429.21
610,15048.318
611,16780.715
612,48625.176
613,17380.418
614,28471.312
615,13998.758
616,6925.9883
617,22558.305
618,4867.9307
619,23716.068
620,14935.294
621,9198.947
622,31478.201
623,31781.926
624,9585.261
625,16573.041
626,64899.22
627,15079.762
628,21153.89
629,16829.467
630,15895.867
631,10419.173
632,12467.731
633,20329.676
634,16080.164
635,19419.67
636,28915.482
637,14762.087
638,11860.872
639,17136.238
640,16726.236
641,6417.165
642,14552.842
643,11718.717
644,26307.977
645,9982.058
646,30636.594
647,26122.94
648,29856.057
649,9562.166
650,11426.981
651,20223.914
652,47931.54
653,32857.938
654,8233.959
655,13063.114
656,15761.909
657,16551.006
658,29114.572
659,31014.77
660,26694.033
661,13900.641
662,32456.83
663,27378.95
664,10701.366
665,10739.3
666,13913.73
667,46909.15
